headline,topic
"['the', 'crown', 'star', 'finn', 'elliot', 'stoked´', 'with', 'gcse', 'results']",['wires']
"['teenager', 'combined', 'gcse', 'studies', 'with', 'ukulele', 'trip', 'to', 'uganda']",['wires']
"['olympic', 'hero', 'daley', 'thompson´s', 'son', 'strikes', 'gold', 'with', 'gcses']",['wires']
"['732', 'teenagers', 'score', 'clean', 'sweep', 'of', '9s', 'after', 'shake-up', 'in', 'gcses']",['wires']
"['teenager', 'getting', 'ready', 'for', 'italy', 'adventure', 'after', 'achieving', 'top', 'gcse', 'results']",['wires']
"['strict', 'silence', 'in', 'corridors', 'rule', 'sees', 'gcse', 'results', 'climb', 'by', '10', 'in', 'just', 'a', 'year']",['news']
"['key', 'statistics', 'in', 'this', 'year´s', 'gcse', 'results']",['wires']
"['gcse', 'pass', 'rates', 'rise', 'after', 'biggest', 'shake-up', 'for', 'a', 'generation']",['wires']
"['pass', 'rate', 'up', 'and', 'boy-girl', 'gap', 'narrows', 'key', 'data', 'in', 'this', 'year', ""'s"", 'gcse', 'results']",['news']
"['what', 'are', 'the', 'gcse', 'grade', 'boundaries', 'this', 'year']",['news']
"['real', 'housewives', 'of', 'cheshire', 'star', 'says', 'parents', 'should', ""n't"", 'boast', 'about', 'gcse', 'results', 'on', 'social', 'media', 'because', 'it', 'will', 'upset', 'pupils', 'who', 'did', ""n't"", 'do', 'well', 'but', 'gmb', 'viewers', 'argue', 'they', ""'re"", 'entitled', 'to', 'be', 'proud']",['femail']
"['what', 'are', 'the', 'gcse', 'grade', 'boundaries', 'this', 'year']",['news']
"['anger', 'over', 'gcse', 'marking', ""'cover-up""]",['news']
"['here', 'is', 'the', 'lowdown', 'on', 'the', 'new', 'gcse', 'grading', 'system']",['wires']
"[""'no"", 'pressure', 'sir', ""'"", 'school', 'head', 'of', 'year', 'who', 'sat', 'gcse', 'maths', 'in', 'solidarity', 'with', 'students', 'taking', ""'harder"", 'new', 'exams', 'opens', 'his', 'results', 'on', 'live', 'tv', '...', 'and', 'gets', 'a', 'grade', '5', 'equivalent', 'of', 'a', 'c']",['news']
"['the', 'lowdown', 'on', 'the', 'new', 'gcse', 'grading', 'system']",['news']
"['more', 'than', 'two-thirds', 'of', 'teens', 'are', 'worried', 'about', 'the', 'gcse', 'grading', 'system']",['news']
"['what', ""'tougher"", 'new', 'exams', 'gcse', 'pass', 'rate', 'soars', 'despite', 'shake-up', 'as', 'a', 'fifth', 'of', 'students', 'get', 'top', 'grades', '...', 'while', 'boys', 'close', 'gap', 'on', 'girls']",['news']
"['what', 'to', 'do', 'now', 'gcse', 'results', 'day', 'is', 'finally', 'here']",['news']
"[""'today"", 'i', 'witnessed', 'a', 'miracle', ""'"", 'gcse', 'pupils', 'share', 'joy', 'confusion', 'and', 'despair', 'after', 'getting', 'their', 'exam', 'results']",['news']
"['test', 'yourself', 'on', 'this', 'year´s', 'gcse', 'maths', 'questions']",['wires']
"['could', 'you', 'pass', 'gcse', 'maths', 'and', 'science', 'as', 'the', 'nation', ""'s"", '16-year-olds', 'await', 'their', 'results', 'these', 'are', 'the', 'questions', 'they', 'had', 'to', 'tackle']",['news']
"['new', 'gcse', 'grading', 'sends', 'demoralising', 'message', 'heads', 'warn']",['wires']
"['pupils', 'who', 'sat', 'new', 'gcses', 'not', 'at', 'disadvantage', 'education', 'secretary']",['wires']
"['anger', 'over', 'gcse', 'marking', ""'cover-up"", 'as', 'exam', 'boards', 'are', 'told', 'to', 'set', 'grade', 'boundaries', 'low', 'to', 'help', 'students', 'get', 'top', 'marks']",['news']
"['gcse', 'results', 'day', '2018', 'when', 'are', 'the', 'results', 'out', 'and', 'what', 'do', 'the', 'new', 'grades', 'mean']",['news']
"['regulators', ""'save"", 'pupils', 'who', 'failed', 'tougher', 'gcse', 'science', 'exam', 'by', 'moving', 'grade', 'boundaries']",['news']
"['new', 'gcse', 'grading', 'system', 'has', 'ratcheted', 'up', 'pressure´', 'on', 'teenagers']",['wires']
"['thousands', 'more', 'pupils', ""'to"", 'clinch', 'top', 'gcse', 'grades', 'needed', 'for', 'oxbridge', '’', 'despite', 'reforms', 'to', 'make', 'the', 'exams', 'harder']",['news']
"['what', 'can', 'parents', 'and', 'children', 'do', 'to', 'help', 'cope', 'with', 'gcse', 'results', 'stress']",['wires']
"['the', ""'tough"", 'new', 'gcse', 'that', 'needs', 'just', '17', 'to', 'score', 'a', 'c', 'tests', 'embroiled', 'in', 'fresh', 'marking', 'row', 'as', 'data', 'suggests', 'grade', 'boundaries', 'will', 'be', 'lower', 'than', 'last', 'year']",['news']
"['what', 'were', 'the', 'changes', 'to', 'a-levels', 'and', 'gcses']",['news']
"['boys', ""'will"", 'get', 'more', 'a', 'and', 'a', 'grades', 'than', 'girls', 'in', 'their', 'gcse', 'and', 'a-level', 'results', 'because', 'they', 'are', 'better', 'at', 'new', 'harder', 'tests', 'more', 'focused', 'on', 'exams']",['news']
"['markers', 'grading', 'this', 'year', ""'s"", 'gcse', 'and', 'a-level', 'exams', 'will', 'be', 'more', 'lenient', 'so', ""'no"", 'pupil', 'is', 'disadvantaged', 'by', 'new', 'harder', 'tests', '...', 'which', 'have', 'left', 'some', 'with', ""'extreme"", 'anxiety']",['news']
"['inspectors', 'to', 'mark', 'down', ""'exam"", 'factory', 'schools', 'that', 'focus', 'on', 'teaching', 'pupils', 'to', 'pass', 'gcses', 'and', 'a', 'levels', 'at', 'the', 'expense', 'of', 'art', 'and', 'drama']",['news']
"['new', 'harder', 'gcse', 'and', 'a-level', 'exams', 'are', 'giving', 'pupils', ""'extreme"", 'anxiety', 'and', 'making', 'them', 'feel', 'like', ""'failures"", ',', 'union', 'warns']",['news']
"['deaf', 'boy´s', 'campaign', 'for', 'new', 'gcse', 'in', 'sign', 'language', 'takes', 'step', 'forward']",['wires']
"['schoolgirl', '16', 'upset', 'over', 'her', 'mock', 'gcse', 'results', 'hanged', 'herself', 'in', 'her', 'bedroom', 'after', 'logging', 'onto', ""'suicidal"", 'chatroom', 'on', 'the', ""'dark"", 'web']",['news']
"['teenager', 'who', 'triumphed', 'over', 'cancer', 'girl', '16', 'who', 'missed', 'three', 'years', 'of', 'school', 'battling', 'disease', 'sits', 'her', 'gcse', 'exams', 'and', 'is', 'voted', 'prom', 'queen', 'by', 'classmates', 'at', 'her', 'end-of-school', 'ball']",['health']
"['just', '200', 'pupils', 'could', 'gain', 'gcse', 'clean', 'sweep', 'this', 'summer', 'as', 'new', 'grades', 'are', 'due', 'to', 'be', 'awarded', 'in', 'many', 'key', 'subjects']",['news']
"['few', 'teenagers', 'likely', 'to', 'gain', 'clean', 'sweep', 'of', 'top', 'gcse', 'grades', 'study']",['wires']
"['fears', 'state', 'students', 'could', 'be', ""'shut"", 'out', 'of', 'top', 'universities', 'after', 'being', 'forced', 'to', 'take', 'new', 'tougher', 'gcses', 'while', 'top', 'private', 'schools', 'including', 'eton', 'shun', 'them', 'in', 'favour', 'of', ""'easier"", 'tests']",['news']
"['primary', 'school', 'teacher', 'fined', 'for', 'taking', 'her', 'son', 'out', 'of', 'school', 'to', 'go', 'on', 'once-in-a-lifetime', 'trip', 'to', 'china', 'during', 'his', 'gcse', 'year']",['news']
"['teenager', '16', 'who', 'bought', 'ecstasy', 'from', 'a', 'stranger', 'died', 'hours', 'later', 'after', 'taking', 'it', 'on', 'a', 'camping', 'trip', 'with', 'friends', 'in', 'the', 'middle', 'of', 'their', 'gcse', 'exams', 'inquest', 'hears']",['news']
"['anyone', 'else', 'pass', 'the', 'time', 'by', 'shading', 'in', 'the', 'bar', 'graph', 'exasperated', 'gcse', 'students', 'see', 'the', 'funny', 'side', 'of', 'their', 'exam', 'disasters']",['news']
"['mother', 'who', 'wants', 'to', 'take', 'her', 'two', 'children', 'on', 'holiday', 'during', 'term', 'time', 'while', 'they', ""'re"", 'studying', 'for', 'their', 'gcses', 'is', 'told', 'to', ""'just"", 'do', 'it', '-', 'but', 'would', 'you']",['femail']
"['parents', 'slam', ""'disgusting"", 'pressure', 'of', 'tough', 'new', 'gcse', 'and', 'a-levels', 'that', 'have', 'left', 'tearful', 'pupils', 'vomiting', 'and', 'suffering', 'panic', 'attacks', 'as', 'youtube', 'star', '18', 'records', 'herself', 'sobbing', 'after', 'gruelling', 'biology', 'exam']",['news']
"['teenager', '16', 'missed', 'his', 'gcse', 'chemistry', 'exam', 'after', 'headteacher', 'ordered', 'him', 'out', 'of', 'hall', 'for', 'not', 'wearing', 'proper', 'school', 'trousers']",['news']
"['leading', 'professor', 'says', ""'extremely"", 'stressful', 'gcse', 'exams', 'come', 'at', 'the', 'wrong', 'age', 'for', 'brains', 'of', 'teenagers', 'and', 'leave', 'students', 'at', 'risk', 'of', 'mental', 'health', 'problems']",['news']
"['teenager', 'planned', 'to', 'wed', 'is', 'fighter', 'before', 'gcse', 'results', 'court', 'told']",['wires']
"['elizabeth', 'hurley', '52', 'wishes', 'her', 'son', 'damian', '16', 'good', 'luck', 'in', 'his', 'gcses', '...', 'as', 'he', 'has', 'a', 'break', 'from', 'taking', 'her', 'swimwear', 'snaps']",['tvshowbiz']
"['new', 'gcse', 'grades', 'confuse', 'employers', 'with', 'a', 'quarter', 'believing', 'the', 'worst', 'grade', 'is', 'actually', 'the', 'best']",['news']
"['grammar', 'schools', 'may', 'not', 'boost', 'chances', 'of', 'good', 'gcses´']",['wires']
"['bbc', 'breakfast', 'stars', 'go', 'back', 'to', 'school', 'to', 'sit', 'maths', 'gcse']",['wires']
"['from', 'the', 'midlands', 'to', 'milan', 'gcse', 'student', '15', 'will', 'spend', 'half-term', 'modelling', 'at', 'fashion', 'week', 'after', 'her', 'mother', 'bagged', 'her', 'a', 'spot', 'by', 'emailing', 'a', 'designer']",['femail']
"['teacher', 'who', 'described', 'new', 'gcse', 'grade', '4', 'as', 'a', 'poundland', 'pass', 'is', 'slammed', 'by', 'the', 'retail', 'firm']",['news']
"['mallet', ""'s"", 'millions', 'towie', ""'s"", 'tommy', 'who', 'grew', 'up', 'on', 'a', 'council', 'estate', 'and', 'left', 'school', 'with', 'no', 'gcses', 'is', 'set', 'to', 'make', '£4m', 'from', 'his', 'trainer', 'brand', 'this', 'year', 'and', 'craig', 'david', 'and', 'will.i.am', 'are', 'fans']",['femail']
"['stressed', 'take', 'more', 'exams', 'children', 'should', 'sit', 'extra', 'tests', 'to', 'avoid', 'a', 'surge', 'of', 'panic', 'by', 'the', 'time', 'they', 'take', 'their', 'gcses', 'schools', 'minister', 'says']",['news']
"['mother', 'calls', 'for', 'every', 'school', 'in', 'britain', 'to', 'have', 'counsellors', 'after', 'her', 'straight', 'a', 'student', 'son', '15', 'hanged', 'himself', 'while', ""'obsessed"", 'with', 'revising', 'for', 'his', 'gcses']",['news']
"['learning', 'poetry', 'by', 'heart', 'it', ""'s"", 'just', 'too', 'tough', 'for', 'snowflake', 'gcse', 'pupils', 'as', 'they', 'demand', 'the', 'government', 'stops', 'making', 'them', 'memorise', 'verses']",['news']
"['grammar', 'schools', 'lead', 'in', 'gcse', 'results']",['wires']
"['white', 'british', 'children', 'now', 'do', 'worse', 'in', 'their', 'gcses', 'than', 'pupils', 'whose', 'first', 'language', 'is', ""n't"", 'english']",['news']
"[""'overzealous"", 'school', 'apologises', 'for', 'putting', ""'censored"", 'stickers', 'on', 'gcse', 'artwork', 'of', 'women', 'kissing', 'but', 'denies', 'ex-student', ""'s"", ""'homophobic"", 'accusation']",['news']
"['coursework', 'scrapped', 'for', 'gcse', 'computing', 'over', 'fears', 'of', 'widespread', 'cheating', 'in', 'online', 'forums']",['news']
"['grammar', 'school', 'accused', 'of', ""'pricing"", 'pupils', 'out', 'by', 'charging', '£5', 'a', 'week', 'to', 'study', 'gcse', 'music', 'reveals', 'uptake', 'has', 'increased', 'since', 'the', 'move']",['news']
"['coursework', 'removed', 'from', 'gcse', 'computer', 'science', 'grades', 'over', 'cheating', 'fears']",['wires']
"['pupils', 'smuggling', 'mobile', 'phones', 'into', 'exam', 'halls', 'fuels', 'a', '25', 'per', 'cent', 'rise', 'in', 'a-level', 'and', 'gcse', 'cheating']",['news']
"['ethan', 'ampadu', 'has', 'enjoyed', 'a', 'meteoric', '12', 'months', 'from', 'missing', 'the', 'play-offs', 'with', 'exeter', 'city', 'to', 'studying', 'for', 'gcses', 'and', 'being', 'chelsea', ""'s"", 'go-to', 'youngster']",['sport']
"['furious', 'mother', 'takes', 'her', 'daughter', '15', 'out', 'of', 'school', 'weeks', 'before', 'her', 'mock', 'gcses', 'after', 'teachers', 'put', 'her', 'in', 'isolation', 'for', 'having', 'a', 'nose', 'piercing', 'against', 'school', 'rules']",['news']
"['new', 'gcses', 'giving', 'youngsters', 'better', 'knowledge', 'of', 'maths', 'and', 'english', 'says', 'greening']",['wires']
"['straight', 'a', 'student', '15', 'killed', 'himself', 'after', 'becoming', ""'obsessed"", 'with', 'revising', 'for', 'his', 'gcses', 'because', 'he', 'panicked', 'he', 'would', ""'forget"", 'everything']",['femail']
"['could', 'you', 'still', 'pass', 'gcse', 'science', 'fiendish', '15-question', 'quiz', 'tests', 'budding', 'einsteins', 'but', 'adults', 'are', 'struggling', 'to', 'answer', 'it']",['femail']
"['schools', 'enter', 'pupils', 'for', 'gcse', 'maths', 'with', 'two', 'different', 'exam', 'boards', 'to', 'double', 'their', 'chance', 'of', 'getting', 'a', 'good', 'grade']",['news']
"['death', 'knell', 'for', 'r.e', 'in', 'schools', 'one', 'in', 'four', 'secondary', 'curriculums', 'do', 'not', 'offer', 'subject', 'for', 'gcse', 'pupils']",['news']
"[""'spoilt"", 'rich', 'girl', 'artist', 'who', 'mocked', 'scaffolders', 'in', 'mcdonald', ""'s"", 'for', ""'only"", 'having', 'one', 'gcse', 'issues', 'grovelling', 'apology', 'as', 'she', 'returns', 'to', 'social', 'media', 'to', 'claim', 'she', ""'s"", ""'not"", 'posh']",['news']
"['ofsted', 'chief', 'warns', 'too', 'many', 'pupils', 'are', 'dropping', 'key', 'subjects', 'including', 'history', 'and', 'french', 'so', 'they', 'can', 'start', 'gcse', 'courses', 'at', '13']",['news']
"['scaffolders', 'brand', ""'spoilt"", 'rich', 'girl', 'artist', 'a', ""'snob"", 'after', 'the', 'builder', ""'s"", 'daughter', 'mocked', 'them', 'in', 'mcdonald', ""'s"", 'for', ""'only"", 'having', 'one', 'gcse', '-', 'as', 'they', 'reveal', 'they', 'actually', 'have', 'eight']",['news']
"['revealed', ""'rich"", 'girl', 'artist', 'who', 'mocked', 'scaffolders', 'for', ""'only"", 'having', 'one', 'gcse', 'is', 'the', 'daughter', 'of', 'a', 'builder']",['news']
"['half', 'of', 'private', 'school', 'exams', 'are', 'for', 'alternatives', 'qualifications', 'to', 'gcses', 'as', 'they', 'shun', 'the', 'government', ""'s"", 'new', 'tests']",['news']
"['pictured', ""'depressed"", 'schoolgirl', '16', 'who', 'died', 'on', 'a', 'railway', 'line', 'on', 'gcse', 'results', 'day', 'as', 'her', 'family', 'pay', 'tribute', 'to', 'their', ""'everlasting"", 'star']",['news']
"['school', 'where', 'madeleine', 'mccann', 'would', 'have', 'started', 'her', 'gcses', 'this', 'week', 'reveals', 'it', 'is', 'still', 'keeping', 'a', 'place', 'open', 'for', 'her']",['news']
"['schoolgirl', '16', 'is', 'found', 'dead', 'on', 'train', 'tracks', 'near', 'a', 'national', 'park', 'just', 'hours', 'after', 'gcse', 'results', 'were', 'announced']",['news']
"['gcse', 'exam', 'you', 'only', 'need', '18', 'per', 'cent', 'to', 'pass', 'fears', 'that', 'grades', 'are', 'being', ""'given"", 'away', 'in', 'maths', 'test']",['news']
"['could', 'you', 'pass', 'gcse', 'maths', 'as', 'the', 'results', 'are', 'handed', 'out', 'to', 'teenagers', 'across', 'britain', 'we', 'show', 'some', 'of', 'the', 'questions', 'they', 'were', 'faced', 'with']",['news']
"['rapping', 'youtube', 'teacher', 'thanked', 'by', 'hundreds', 'of', 'gcse', 'students']",['wires']
"['girls', 'take', 'home', '60', 'of', 'new', 'gcse', '9', 'grades']",['wires']
"['i', 'thought', 'they', 'might', 'have', 'made', 'a', 'mistake', 'says', 'top', 'scoring', 'gcse', 'pupil']",['wires']
"['manchester', 'bombing', 'victim', 'martyn', 'hett´s', 'sister', 'achieves', '11', 'gcse', 'a', 'grades']",['wires']
"['zoe', 'ball', 'and', 'fatboy', 'slim', 'celebrate', 'son', 'woody´s', 'gcse', 'results']",['wires']
"['teenager', 'says', 'eight', 'a', 'gcses', 'show', 'deaf', 'children', 'can', 'avoid', 'underachieving', 'tag']",['wires']
"['in', 'pictures', 'gcse', 'results', 'day']",['wires']
"[""'there"", 'was', 'no', 'point', 'me', 'carrying', 'on', 'watching', 'the', 'building', 'burning', 'so', 'i', 'just', 'went', 'in', ':', 'teenager', 'who', 'escaped', 'from', 'grenfell', 'inferno', 'with', 'her', 'revision', 'notes', 'and', 'sat', 'her', 'gcse', 'in', 'her', 'pyjamas', 'scoops', 'an', 'a', 'in', 'chemistry']",['news']
"['delighted', 'zoe', 'ball', 'and', 'norman', 'cook', 'unite', 'to', 'pick', 'up', 'son', 'woody', ""'s"", 'gcse', 'results', 'and', 'joke', 'his', 'famous', 'grandfather', 'johnny', 'will', 'be', 'very', 'proud', 'as', 'he', 'gets', 'an', 'a', 'in', 'science']",['news']
"['key', 'figures', 'from', 'this', 'year´s', 'gcses']",['wires']
"[""'suddenly"", 'remembering', 'all', 'the', 'questions', 'i', 'answered', 'were', 'guesses', '#', 'gcseresultsday', ':', 'nervous', 'teenage', 'pupils', 'flood', 'twitter', 'with', 'jittery', 'memes', 'before', 'they', 'pick', 'up', 'their', 'grades']",['news']
"['girls', 'race', 'ahead', 'of', 'boys', 'in', ""'tougher"", 'new', 'gcses', 'with', 'two', 'thirds', 'of', 'the', 'top', ""'grade"", 'nine', 'marks', 'awarded', 'to', 'female', 'pupils', 'as', 'overall', 'marks', 'plunge', 'amid', 'huge', 'shake', 'up']",['news']
"['gcse', 'grade', 'chaos', 'fears', 'of', 'errors', 'in', 'new', 'marking', 'scheme', 'as', 'the', 'number', 'of', 'pupils', 'getting', 'the', 'top', 'result', 'is', 'set', 'to', 'fall', 'by', 'half']",['news']
"['new', 'gcses', ""'will"", 'halt', 'skills', 'decline', ':', 'school', 'standards', 'minister', 'says', 'reformed', 'exams', 'will', 'end', 'scandal', 'of', 'teenagers', 'having', 'lower', 'skill', 'levels', 'than', 'their', 'grandparents']",['news']
"['universities', 'told', 'to', 'ignore', 'new', 'top', 'gcse', 'grade', 'private', 'school', 'head', 'suggests', 'mark', 'will', 'not', 'necessarily', 'indicate', 'who', 'are', 'the', 'cleverest', 'pupils']",['news']
"[""'put"", 'work', 'skills', 'back', 'on', 'curriculum', ':', 'government', 'guru', 'argues', 'focus', 'on', 'gcse', 'and', 'a-level', 'results', 'means', 'we', 'could', 'be', 'failing', 'next', 'generation']",['money']
"['new', 'tougher', 'gcse', ""'could"", 'fuel', 'mental', 'health', 'crisis', 'as', 'teenagers', 'push', 'themselves', 'for', 'a', '*', 'grade']",['news']
"['grade', 'thresholds', 'for', 'a-level', 'and', 'gcse', 'examinations', 'are', 'lowered', 'to', 'dodge', 'a', 'dramatic', 'fall', 'in', 'results', 'after', 'government', ""'s"", 'new', 'tougher', 'tests', 'for', 'students']",['news']
"['inspectors', 'slam', 'free', 'school', 'for', 'entering', 'no', 'pupils', 'for', 'gcses', 'because', 'they', 'were', 'so', ""'inadequate"", 'they', ""'d"", 'be', 'bound', 'to', 'flop', 'in', 'exams']",['news']
"['£380,000', 'spent', 'on', 'explaining', 'gcse', 'changes', 'including', '9-1', 'grading', 'system']",['wires']
"['poor', 'exam', 'marking', 'could', 'see', 'pupils', 'get', 'grade', 'e', 'instead', 'of', 'a', 'in', 'their', 'gcses', 'and', 'a-levels', 'watchdog', 'ofqual', 'reveals']",['news']
"['teachers', 'obsession', 'with', 'gcse', 'grades', 'mean', 'children', 'are', 'not', 'getting', 'a', 'proper', 'education', 'warns', 'head', 'of', 'ofsted']",['news']
"['granddaughter', '16', 'of', 'man', 'who', 'trained', 'red', 'rum', 'rides', 'the', 'winner', 'in', 'her', 'first', 'competitive', 'race', 'just', 'days', 'after', 'finishing', 'her', 'gcses']",['news']
"['cut', 'gcse', 'subjects', 'to', 'five', 'to', 'ease', 'pressure', 'on', 'stressed-out', 'pupils', 'says', 'top', 'headteacher']",['news']
"['schoolgirl', '16', 'who', 'escaped', 'grenfell', 'tower', 'fire', 'and', 'immediately', 'went', 'to', 'sit', 'chemistry', 'gcse', 'in', 'her', 'pyjamas', 'reveals', 'classmates', 'brought', 'her', 'clothes', 'toiletries', 'and', 'money']",['news']
"['teenager', 'escaped', 'from', '13th', 'floor', 'of', 'blazing', 'tower', 'with', 'her', 'revision', 'notes', 'then', 'went', 'to', 'school', 'to', 'sit', 'her', 'chemistry', 'gcse', 'the', 'next', 'morning']",['news']
"['respected', 'pta', 'boss', '43', 'who', 'stole', '£35,000', 'from', 'money', 'raised', 'by', 'school', 'fetes', 'to', 'pay', 'off', 'her', 'credit', 'card', 'bills', 'is', 'spared', 'jail', 'because', 'her', 'son', 'is', 'about', 'to', 'sit', 'his', 'gcses']",['news']
"['fowl', 'play', 'hero', 'teenager', 'drops', 'his', 'gcse', 'revision', 'to', 'chase', 'off', 'fox', 'trying', 'to', 'savage', 'a', 'family', 'hen', 'in', 'a', 'benny', 'hill', 'style', 'scene']",['news']
"['schoolboy', '16', 'loses', 'six', 'months', 'of', 'memories', 'after', '50-strong', 'fight', 'on', 'a', 'crowded', 'beach', 'while', 'he', 'took', 'a', 'break', 'from', 'his', 'gcse']",['news']
"['a', 'comedy', 'of', 'errors', 'exam', 'board', 'forced', 'to', 'apologise', 'to', 'students', 'after', 'confusing', 'capulets', 'with', 'montagues', 'in', 'a', 'gcse', 'paper', 'about', 'shakespeare', ""'s"", 'romeo', 'and', 'juliet']",['news']
"['teacher', 'crafts', 'teenager', 'who', 'lost', 'the', 'use', 'of', 'his', 'hand', 'in', 'a', 'bike', 'accident', 'a', 'new', ""'makeshift"", 'finger', 'out', 'of', 'a', '3d', 'printer', 'so', 'he', 'can', 'complete', 'gcses']",['news']
"['a-level', 'and', 'gcse', 'exams', 'could', 'be', 'cancelled', 'or', 'postponed', 'as', 'students', 'struggle', 'with', 'the', 'aftermath', 'of', 'the', 'manchester', 'terror', 'attack']",['news']
"[""'should"", 'have', 'studied', 'the', 'hotpoint', 'manual', ':', 'gcse', 'geography', 'students', 'blast', 'exam', 'question', 'about', 'dishwashers', 'after', 'they', 'spent', 'hours', 'revising', 'tectonics', 'and', 'climate', 'change']",['femail']
"['gcse', 'and', 'a-level', 'students', 'could', 'have', 'exams', 'cancelled']",['wires']
"['exclusive', 'schools', 'urged', 'to', '‘', 'show', 'sensitivity', '’', 'to', 'muslim', 'pupils', 'by', 'moving', 'gcse', 'and', 'a-level', 'revision', 'classes', 'and', 'rescheduling', 'sports', 'days', 'for', 'ramadan']",['news']
"['why', ""'s"", 'that', 'in', 'the', 'test', 'britain', ""'s"", 'stressed', 'out', 'teenagers', 'complain', 'about', 'the', 'impossible', 'gcse', 'questions', 'they', 'could', ""n't"", 'possibly', 'have', 'prepared', 'for']",['news']
"['exclusive', 'cyber', 'geek', 'who', 'halted', 'global', 'computer', 'attack', 'was', 'suspended', 'by', 'teachers', 'after', 'being', 'accused', 'of', 'hacking', 'school', ""'s"", 'system', '...', 'and', 'failed', 'his', 'gcse', 'in', 'it', ')']",['news']
"['entrepreneur', 'without', 'gcses', 'who', 'was', 'once', 'forced', 'to', 'withdraw', 'his', 'last', '£300', 'in', 'front', 'of', 'his', 'children', 'is', 'now', 'worth', '£15m', 'thanks', 'to', 'his', 'groundbreaking', 'liposuction', 'device', 'loved', 'by', 'stars']",['femail']
"['are', 'you', 'smarter', 'than', 'a', '16-year-old', 'or', 'do', 'you', 'need', 'to', 'go', 'back', 'to', 'school', 'fiendishly', 'difficult', 'gcse', 'questions', 'will', 'leave', 'you', 'scratching', 'your', 'head']",['femail']
"['schoolgirl', '15', 'is', 'banned', 'from', 'lessons', 'just', 'weeks', 'before', 'sitting', 'her', 'gcses', 'after', 'getting', 'a', 'tongue', 'piercing']",['news']
"['union', 'warns', 'of', 'risks', 'to', 'pupils', 'over', 'proposed', 'changes', 'to', 'gcse', 'grading']",['wires']
"['premier', 'league', 'granted', 'access', 'to', 'gcse', 'database', 'after', 'concerns', 'over', 'poor', 'academic', 'performance', 'of', 'academy', 'players']",['sport']
"['school', 'bans', '10', 'girls', 'for', 'wearing', 'tight', 'trousers', 'just', 'weeks', 'before', 'their', 'gcses', 'as', 'pupils', 'and', 'parents', 'slam', 'head', 'teacher', ""'s"", ""'ridiculous"", 'uniform', 'inspections']",['news']
"['climbdown', 'on', 'shake-up', 'of', 'gcse', 'grading', 'education', 'secretary', 'softens', 'mark', 'for', 'a', ""'pass"", 'after', 'critics', 'complain', 'new', 'scale', 'would', 'create', 'confusion']",['news']
"['can', 'you', 'answer', 'these', 'fiendishly', 'hard', 'gcse', 'questions', 'probability', 'fractions', 'and', 'sampling', 'data', 'questions', 'for', '16-year-olds', 'will', 'leave', 'you', 'scratching', 'your', 'head']",['femail']
"['school', 'leader', 'warns', 'of', 'confusion', 'over', 'new', 'gcse', 'grading', 'system']",['wires']
"['exclusive', ""'he"", ""'s"", 'making', 'our', 'boy', 'look', 'stupid', ':', 'mother', 'attacks', 'ex-husband', 'who', 'is', 'suing', 'their', 'son', ""'s"", 'private', 'school', 'for', '£125,000', 'after', 'teen', 'got', 'one', 'gcse']",['news']
"['father', '58', 'was', 'so', 'furious', 'he', 'paid', '£125,000', 'in', 'school', 'fees', 'when', 'his', 'son', 'only', 'achieved', 'one', 'gcse', 'set', 'up', 'a', 'website', 'to', 'troll', 'them']",['news']
"['man', 'who', 'worked', 'in', 'burger', 'king', 'after', 'leaving', 'school', 'without', 'a', 'single', 'gcse', 'turns', 'his', 'fashion', 'brainchild', 'into', 'a', 'business', 'worth', '£15', 'million', 'and', 'little', 'mix', 'and', 'cheryl', 'are', 'fans']",['femail']
"['school', 'to', 'charge', 'parents', '£65', 'for', 'each', 'of', 'their', 'child', ""'s"", 'gcse', 'exams', 'if', 'the', 'youngster', ""'s"", 'attendance', 'drops', 'below', '90']",['news']
"['schoolgirl', '16', 'is', 'put', 'in', 'detention', 'and', 'misses', 'key', 'gcse', 'lessons', 'after', 'being', 'told', 'by', 'teachers', 'her', 'skirt', 'is', 'too', 'short']",['news']
"['state-of-the-art', '£9million', 'technical', 'college', 'will', 'close', 'after', 'just', 'two', 'years', 'after', 'not', 'a', 'single', 'pupil', 'got', 'a', 'good', 'grade', 'in', 'both', 'english', 'and', 'maths', 'gcse']",['news']
"['schoolgirl', '16', 'missed', 'two', 'mock', 'gcse', 'exams', 'after', 'being', 'sent', 'home', 'from', 'school', 'when', 'the', 'skirt', 'she', '’', 'd', 'worn', 'for', 'six', 'months', 'was', 'suddenly', 'ruled', 'too', 'short', 'for', 'classes']",['news']
"['manchester', 'united', 'captain', 'wayne', 'rooney', 'admits', 'he', 'has', 'no', 'gcses', 'as', 'he', 'hits', 'back', 'at', 'twitter', 'troll']",['sport']
"['gcse', 'revision', 'guides', 'and', 'homework', 'books', 'from', 'leading', 'exam', 'board', 'are', 'pulped', 'after', 'researchers', 'discover', 'they', 'are', 'littered', 'with', 'errors']",['news']
"['how', 'did', 'your', 'local', 'school', 'do', 'use', 'our', 'interactive', 'table', 'to', 'find', 'out', 'the', 'standard', 'of', 'gcse', 'education', 'your', 'children', 'are', 'receiving', 'and', 'the', 'top', '10', 'best', 'performing', 'secondaries']",['news']
